Nr,Company,Location_HQ,Region,USState,Country,Continent,Laid_Off,Date_layoffs,Percentage,Company_Size_before_Layoffs,Company_Size_after_layoffs,Industry,Stage,Money_Raised_in__mil,Year,latitude,longitude
922,Astronomer,Cincinnati,other,Ohio,USA,North America,76.0,2023-01-04,20.0,380.0,304.0,Data,Series C,282.0,2023,39.1014537,-84.5124602
923,Augury,New York City,other,New York,USA,North America,20.0,2023-01-04,5.0,400.0,380.0,Manufacturing,Series E,274.0,2023,40.7127281,-74.0060152
924,Kaltura,New York City,other,New York,USA,North America,75.0,2023-01-04,11.0,682.0,607.0,Media,Post-IPO,166.0,2023,40.7127281,-74.0060152
925,SaleSan Francisco Bay Areaorce,San Francisco,San Francisco Bay Area,California,USA,North America,8000.0,2023-01-04,10.0,80000.0,72000.0,Sales,Post-IPO,65.0,2023,37.7792588,-122.4193286
926,Everlane,San Francisco,San Francisco Bay Area,California,USA,North America,30.0,2023-01-05,17.0,176.0,146.0,Retail,Unknown,176.0,2023,37.7792588,-122.4193286
927,Moglix,Singapore,other,non,Singapore,Asia,40.0,2023-01-05,2.0,2000.0,1960.0,Retail,Series F,472.0,2023,1.2899175,103.8519072
928,Pecan AI,Tel Aviv,other,non,Israel,Asia,30.0,2023-01-05,25.0,120.0,90.0,Data,Series C,116.0,2023,32.0852997,34.7818064
929,Personetics,New York City,other,New York,USA,North America,30.0,2023-01-05,8.0,375.0,345.0,Support,Private Equity,178.0,2023,40.7127281,-74.0060152
930,Socure,Reno,other,Nevada,USA,North America,104.0,2023-01-05,19.0,547.0,443.0,Finance,Series E,646.0,2023,39.5261206,-119.8126581
931,SoundHound,Santa Clara,San Francisco Bay Area,California,USA,North America,200.0,2023-01-05,50.0,400.0,200.0,Other,Post-IPO,326.0,2023,37.354107,-121.955238
932,Twine Solutions,Tel Aviv,other,non,Israel,Asia,30.0,2023-01-05,33.0,91.0,61.0,Hardware,Unknown,50.0,2023,32.0852997,34.7818064
933,UpScalio,Gurugram,other,Haryana,India,Asia,25.0,2023-01-05,15.0,167.0,142.0,Retail,Series B,62.0,2023,28.4646148,77.0299194
934,Bounce,Bengaluru,other,Karnataka,India,Asia,40.0,2023-01-06,5.0,800.0,760.0,Transportation,Series D,214.0,2023,12.98815675,77.62260004
935,Huobi,Beijing,other,non,China,Asia,275.0,2023-01-06,20.0,1375.0,1100.0,Crypto,Unknown,2.0,2023,39.916668,116.383331
936,Minute Media,London,other,England,UK,Europe,50.0,2023-01-08,10.0,500.0,450.0,Media,Series I,160.0,2023,51.4893335,-0.144055085
937,WalkMe,San Francisco,San Francisco Bay Area,California,USA,North America,43.0,2023-01-08,3.0,1433.0,1390.0,Other,Post-IPO,307.0,2023,37.7792588,-122.4193286
938,Fate Therapeutics,San Diego,other,California,USA,North America,315.0,2023-01-09,57.0,553.0,238.0,Healthcare,Post-IPO,,2023,32.7174202,-117.162772
939,Blend,San Francisco,San Francisco Bay Area,California,USA,North America,340.0,2023-01-10,28.0,1214.0,874.0,Finance,Post-IPO,665.0,2023,37.7792588,-122.4193286
940,Cart.com,Austin,other,Texas,USA,North America,25.0,2023-01-10,4.0,625.0,600.0,Retail,Unknown,383.0,2023,30.2711286,-97.7436995
941,Coinbase,San Francisco,San Francisco Bay Area,California,USA,North America,950.0,2023-01-10,20.0,4750.0,3800.0,Crypto,Post-IPO,549.0,2023,37.7792588,-122.4193286
942,ConsenSys,New York City,other,New York,USA,North America,100.0,2023-01-10,11.0,909.0,809.0,Crypto,Series D,726.0,2023,40.7127281,-74.0060152
943,ForeScout,Tel Aviv,other,non,Israel,Asia,100.0,2023-01-10,10.0,1000.0,900.0,Security,Acquired,125.0,2023,32.0852997,34.7818064
944,GoBolt,Toronto,other,Ontario,Canada,North America,55.0,2023-01-10,5.0,1100.0,1045.0,Logistics,Series C,178.0,2023,43.6534817,-79.3839347
945,Parler,Nashville,other,Tennessee,USA,North America,60.0,2023-01-10,75.0,80.0,20.0,Consumer,Series B,36.0,2023,36.1622767,-86.7742984
946,StreamElements,Tel Aviv,other,non,Israel,Asia,40.0,2023-01-10,20.0,200.0,160.0,Media,Series B,111.0,2023,32.0852997,34.7818064
947,Thinkific,Vancouver,Cascadia,British Columbia,Canada,North America,76.0,2023-01-10,19.0,400.0,324.0,Education,Post-IPO,22.0,2023,49.2608724,-123.113952
948,Flexport,San Francisco,San Francisco Bay Area,California,USA,North America,640.0,2023-01-11,20.0,3200.0,2560.0,Logistics,Series E,2400.0,2023,37.7792588,-122.4193286
949,Jumio,Sunnyvale,San Francisco Bay Area,California,USA,North America,100.0,2023-01-11,6.0,1667.0,1567.0,Security,Private Equity,205.0,2023,37.3688301,-122.036349
950,Qualtrics,Salt Lake City,other,Utah,USA,North America,270.0,2023-01-11,5.0,5400.0,5130.0,Other,Post-IPO,400.0,2023,40.7596198,-111.886797
951,Tipalti,Agoura Hills,other,California,USA,North America,123.0,2023-01-11,11.0,1118.0,995.0,Finance,Series F,565.0,2023,34.14791,-118.7657042
952,Akili Labs,Boston,other,Massachusetts,USA,North America,46.0,2023-01-12,30.0,153.0,107.0,Healthcare,Post-IPO,301.0,2023,42.3554334,-71.060511
953,Blockchain.com,London,other,England,UK,Europe,110.0,2023-01-12,28.0,393.0,283.0,Crypto,Series D,490.0,2023,51.4893335,-0.144055085
954,Greenlight,Atlanta,other,Georgia,USA,North America,104.0,2023-01-12,21.0,495.0,391.0,Finance,Series D,556.0,2023,33.7489924,-84.3902644
955,Lattice,San Francisco,San Francisco Bay Area,California,USA,North America,105.0,2023-01-12,15.0,700.0,595.0,HR,Series F,328.0,2023,37.7792588,-122.4193286
956,Lending Club,San Francisco,San Francisco Bay Area,California,USA,North America,225.0,2023-01-12,14.0,1607.0,1382.0,Finance,Post-IPO,392.0,2023,37.7792588,-122.4193286
957,Pier,Sao Paulo,other,State of São Paulo,Brazil,South America,111.0,2023-01-12,39.0,285.0,174.0,Finance,Series B,42.0,2023,-23.5506507,-46.6333824
958,SmartNews,Tokyo,Tokyo,Tokyo,Japan,Asia,120.0,2023-01-12,40.0,300.0,180.0,Media,Series F,410.0,2023,35.6821936,139.762221
959,BharatAgri,Mumbai,other,Maharashtra,India,Asia,40.0,2023-01-15,43.0,93.0,53.0,Food,Series A,21.0,2023,19.0785451,72.878176
960,Snappy,New York City,other,New York,USA,North America,100.0,2023-01-15,30.0,333.0,233.0,Marketing,Series C,104.0,2023,40.7127281,-74.0060152
961,ClearCo,Toronto,other,Ontario,Canada,North America,50.0,2023-01-16,30.0,167.0,117.0,Finance,Series C,698.0,2023,43.6534817,-79.3839347
962,ShareChat,Bengaluru,other,Karnataka,India,Asia,500.0,2023-01-16,20.0,2500.0,2000.0,Consumer,Series H,1700.0,2023,12.98815675,77.62260004
963,American Robotics,Boston,other,Massachusetts,USA,North America,50.0,2023-01-17,65.0,77.0,27.0,Other,Acquired,92.0,2023,42.3554334,-71.060511
964,Britishvolt,London,other,England,UK,Europe,206.0,2023-01-17,100.0,206.0,0.0,Transportation,Unknown,2400.0,2023,51.4893335,-0.144055085
965,Exotel,Bengaluru,other,Karnataka,India,Asia,142.0,2023-01-17,15.0,947.0,805.0,Support,Series D,87.0,2023,12.98815675,77.62260004
966,Lightspeed Company,Montreal,other,Quebec,Canada,North America,300.0,2023-01-17,10.0,3000.0,2700.0,Retail,Post-IPO,,2023,45.5031824,-73.5698065
967,Unico,Sao Paulo,other,State of São Paulo,Brazil,South America,110.0,2023-01-17,10.0,1100.0,990.0,Other,Series D,336.0,2023,-23.5506507,-46.6333824
968,Unity,San Francisco,San Francisco Bay Area,California,USA,North America,284.0,2023-01-17,3.0,9467.0,9183.0,Other,Post-IPO,1300.0,2023,37.7792588,-122.4193286
969,8x8,Campbell,San Francisco Bay Area,California,USA,North America,155.0,2023-01-18,7.0,2214.0,2059.0,Support,Post-IPO,253.0,2023,37.287167,-121.949959
970,Addepar,Mountain View,San Francisco Bay Area,California,USA,North America,20.0,2023-01-18,3.0,667.0,647.0,Finance,Series F,491.0,2023,37.3893889,-122.0832101
971,Benevity,Calgary,other,Alberta,Canada,North America,137.0,2023-01-18,14.0,979.0,842.0,Other,Unknown,69.0,2023,51.0456064,-114.057541
972,Clue,Berlin,other,Berlin,Germany,Europe,31.0,2023-01-18,31.0,100.0,69.0,Healthcare,Unknown,47.0,2023,52.5170365,13.3888599
973,Hootsuite,Vancouver,Cascadia,British Columbia,Canada,North America,70.0,2023-01-18,7.0,1000.0,930.0,Marketing,Series C,300.0,2023,49.2608724,-123.113952
974,Inspirato,Denver,other,Colorado,USA,North America,109.0,2023-01-18,12.0,908.0,799.0,Travel,Post-IPO,179.0,2023,39.7392364,-104.984862
975,Jumpcloud,Boulder,other,Colorado,USA,North America,100.0,2023-01-18,12.0,833.0,733.0,Security,Series F,416.0,2023,40.0149856,-105.270545
976,Microsoft,Seattle,Cascadia,Washington,USA,North America,10000.0,2023-01-18,5.0,200000.0,190000.0,Software Development,Post-IPO,,2023,47.6038321,-122.330062
977,nCino,Wilmington,other,Delaware,USA,North America,100.0,2023-01-18,7.0,1429.0,1329.0,Finance,Post-IPO,,2023,39.7459468,-75.546589
978,Pagaya,New York City,other,New York,USA,North America,140.0,2023-01-18,20.0,700.0,560.0,Finance,Post-IPO,571.0,2023,40.7127281,-74.0060152
979,Sophos,Oxford,other,England,UK,Europe,450.0,2023-01-18,10.0,4500.0,4050.0,Security,Acquired,125.0,2023,51.7520131,-1.2578499
980,Starry,Boston,other,Massachusetts,USA,North America,100.0,2023-01-18,24.0,417.0,317.0,Other,Post-IPO,260.0,2023,42.3554334,-71.060511
981,Teladoc Health,New York City,other,New York,USA,North America,300.0,2023-01-18,6.0,5000.0,4700.0,Healthcare,Post-IPO,172.0,2023,40.7127281,-74.0060152
982,Vroom,New York City,other,New York,USA,North America,275.0,2023-01-18,20.0,1375.0,1100.0,Transportation,Post-IPO,,2023,40.7127281,-74.0060152
983,CS Disco,Austin,other,Texas,USA,North America,62.0,2023-01-19,9.0,689.0,627.0,Legal,Post-IPO,233.0,2023,30.2711286,-97.7436995
984,Hubilo,San Francisco,San Francisco Bay Area,California,USA,North America,115.0,2023-01-19,35.0,329.0,214.0,Other,Series B,153.0,2023,37.7792588,-122.4193286
985,Saks.com,New York City,other,New York,USA,North America,100.0,2023-01-19,5.0,2000.0,1900.0,Retail,Unknown,965.0,2023,40.7127281,-74.0060152
986,Citrine Informatics,Redwood City,San Francisco Bay Area,California,USA,North America,22.0,2023-01-20,27.0,81.0,59.0,Data,Series C,64.0,2023,37.4863239,-122.232523
987,Enjoei,Sao Paulo,other,State of São Paulo,Brazil,South America,31.0,2023-01-20,10.0,310.0,279.0,Retail,Unknown,14.0,2023,-23.5506507,-46.6333824
988,Google,Mountain View,San Francisco Bay Area,California,USA,North America,12000.0,2023-01-20,6.0,200000.0,188000.0,Consumer,Post-IPO,26.0,2023,37.3893889,-122.0832101
989,MediBuddy,Bengaluru,other,Karnataka,India,Asia,200.0,2023-01-20,8.0,2500.0,2300.0,Healthcare,Acquired,192.0,2023,12.98815675,77.62260004
990,Swiggy,Bengaluru,other,Karnataka,India,Asia,380.0,2023-01-20,6.0,6333.0,5953.0,Food,Unknown,,2023,12.98815675,77.62260004
991,Vox Media,Washington DC,other,District of Columbia,USA,North America,130.0,2023-01-20,7.0,1857.0,1727.0,Media,Series F,307.0,2023,38.8950368,-77.0365427
992,Wayfair,Boston,other,Massachusetts,USA,North America,1750.0,2023-01-20,10.0,17500.0,15750.0,Retail,Post-IPO,1700.0,2023,42.3554334,-71.060511
993,Ermetic,Palo Alto,San Francisco Bay Area,California,USA,North America,30.0,2023-01-23,17.0,176.0,146.0,Security,Series B,97.0,2023,37.4443293,-122.1598465
994,Innovid,New York City,other,New York,USA,North America,40.0,2023-01-23,10.0,400.0,360.0,Marketing,Post-IPO,295.0,2023,40.7127281,-74.0060152
995,Namogoo,Tel Aviv,other,non,Israel,Asia,20.0,2023-01-23,15.0,133.0,113.0,Marketing,Series C,69.0,2023,32.0852997,34.7818064
996,Spotify,Stockholm,other,non,Sweden,Europe,600.0,2023-01-23,6.0,10000.0,9400.0,Media,Post-IPO,2100.0,2023,59.3251172,18.0710935
997,Uber Freight,San Francisco,San Francisco Bay Area,California,USA,North America,150.0,2023-01-23,3.0,5000.0,4850.0,Logistics,Subsidiary,2700.0,2023,37.7792588,-122.4193286
998,Bolt,San Francisco,San Francisco Bay Area,California,USA,North America,50.0,2023-01-24,10.0,500.0,450.0,Finance,Series E,1300.0,2023,37.7792588,-122.4193286
999,Gitpod,Kiel,other,Schleswig-Holstein,Germany,Europe,21.0,2023-01-24,28.0,75.0,54.0,Product,Series A,41.0,2023,54.3227085,10.135555
1000,Innovaccer,San Francisco,San Francisco Bay Area,California,USA,North America,245.0,2023-01-24,15.0,1633.0,1388.0,Healthcare,Series E,379.0,2023,37.7792588,-122.4193286
1001,PartnerStack,Toronto,other,Ontario,Canada,North America,40.0,2023-01-24,20.0,200.0,160.0,Sales,Series B,36.0,2023,43.6534817,-79.3839347
1002,Vacasa,Portland,Cascadia,Oregon,USA,North America,1300.0,2023-01-24,17.0,7647.0,6347.0,Travel,Post-IPO,834.0,2023,45.5202471,-122.674194
1003,Guardant Health,Palo Alto,San Francisco Bay Area,California,USA,North America,130.0,2023-01-25,7.0,1857.0,1727.0,Healthcare,Post-IPO,550.0,2023,37.4443293,-122.1598465
1004,Luno,London,other,England,UK,Europe,330.0,2023-01-25,35.0,943.0,613.0,Crypto,Acquired,13.0,2023,51.4893335,-0.144055085
1005,SirionLabs,Seattle,Cascadia,Washington,USA,North America,130.0,2023-01-25,15.0,867.0,737.0,Legal,Series D,171.0,2023,47.6038321,-122.330062
1006,Tier Mobility,Berlin,other,Berlin,Germany,Europe,80.0,2023-01-25,7.0,1143.0,1063.0,Transportation,Series D,646.0,2023,52.5170365,13.3888599
1007,Confluent,Mountain View,San Francisco Bay Area,California,USA,North America,221.0,2023-01-26,8.0,2763.0,2542.0,Data,Post-IPO,455.0,2023,37.3893889,-122.0832101
1008,Glisser,London,other,England,UK,Europe,25.0,2023-01-26,100.0,25.0,0.0,Travel,Unknown,1.0,2023,51.4893335,-0.144055085
1009,SAP,Walldorf,other,Baden-Würtemberg,Germany,Europe,3000.0,2023-01-26,3.0,100000.0,97000.0,Other,Post-IPO,1300.0,2023,49.3038134,8.6433518
1010,#Paid,Toronto,other,Ontario,Canada,North America,19.0,2023-01-27,17.0,112.0,93.0,Marketing,Series B,21.0,2023,43.6534817,-79.3839347
1011,DealShare,Bengaluru,other,Karnataka,India,Asia,100.0,2023-01-27,6.0,1667.0,1567.0,Retail,Series E,390.0,2023,12.98815675,77.62260004
1012,Matrixport,Singapore,other,non,Singapore,Asia,29.0,2023-01-27,10.0,290.0,261.0,Crypto,Series C,100.0,2023,1.2899175,103.8519072
1013,Shakepay,Montreal,other,Quebec,Canada,North America,21.0,2023-01-27,25.0,84.0,63.0,Crypto,Series A,45.0,2023,45.5031824,-73.5698065
1014,Arrival,London,other,England,UK,Europe,800.0,2023-01-30,50.0,1600.0,800.0,Transportation,Post-IPO,629.0,2023,51.4893335,-0.144055085
1015,Chrono24,Karlsruhe,other,Baden-Würtemberg,Germany,Europe,65.0,2023-01-30,13.0,500.0,435.0,Retail,Series C,205.0,2023,49.0068705,8.4034195
1016,Delivery Hero,Berlin,other,Berlin,Germany,Europe,156.0,2023-01-30,4.0,3900.0,3744.0,Food,Post-IPO,,2023,52.5170365,13.3888599
1017,Glovo,Barcelona,other,Catalonia,Spain,Europe,250.0,2023-01-30,6.0,4167.0,3917.0,Food,Acquired,,2023,41.3828939,2.1774322
1018,Impossible Foods,Redwood City,San Francisco Bay Area,California,USA,North America,140.0,2023-01-30,20.0,700.0,560.0,Food,Series H,1900.0,2023,37.4863239,-122.232523
1019,AU10TIX,Tel Aviv,other,non,Israel,Asia,19.0,2023-01-31,9.0,211.0,192.0,Security,Unknown,80.0,2023,32.0852997,34.7818064
1020,HubSpot,Boston,other,Massachusetts,USA,North America,500.0,2023-01-31,7.0,7143.0,6643.0,Marketing,Post-IPO,100.0,2023,42.3554334,-71.060511
1021,PayPal,San Jose,San Francisco Bay Area,California,USA,North America,2000.0,2023-01-31,7.0,28571.0,26571.0,Finance,Post-IPO,216.0,2023,37.3361663,-121.890591
1022,Software AG,Frankfurt am Main,other,Hessen,Germany,Europe,200.0,2023-01-31,4.0,5000.0,4800.0,Data,Post-IPO,344.0,2023,50.1106444,8.6820917
1023,Tilting Point,New York City,other,New York,USA,North America,60.0,2023-01-31,14.0,429.0,369.0,Consumer,Unknown,235.0,2023,40.7127281,-74.0060152
1024,Upstart,San Mateo,San Francisco Bay Area,California,USA,North America,365.0,2023-01-31,20.0,1825.0,1460.0,Finance,Post-IPO,144.0,2023,37.496904,-122.3330573
1025,Wish,San Francisco,San Francisco Bay Area,California,USA,North America,150.0,2023-01-31,17.0,882.0,732.0,Retail,Post-IPO,1600.0,2023,37.7792588,-122.4193286
1026,Workday,Pleasanton,San Francisco Bay Area,California,USA,North America,525.0,2023-01-31,3.0,17500.0,16975.0,HR,Post-IPO,230.0,2023,37.6624312,-121.8746789
1027,Chainalysis,New York City,other,New York,USA,North America,44.0,2023-02-01,5.0,880.0,836.0,Crypto,Series F,536.0,2023,40.7127281,-74.0060152
1028,DraftKings,Boston,other,Massachusetts,USA,North America,140.0,2023-02-01,4.0,3500.0,3360.0,Consumer,Post-IPO,719.0,2023,42.3554334,-71.060511
1029,Exterro,Portland,Cascadia,Oregon,USA,North America,24.0,2023-02-01,3.0,800.0,776.0,Legal,Private Equity,100.0,2023,45.5202471,-122.674194
1030,Splunk,San Jose,San Francisco Bay Area,California,USA,North America,325.0,2023-02-01,4.0,8125.0,7800.0,Data,Post-IPO,2400.0,2023,37.3361663,-121.890591
1031,TheSkimm,New York City,other,New York,USA,North America,17.0,2023-02-01,10.0,170.0,153.0,Media,Series C,28.0,2023,40.7127281,-74.0060152
1032,Wheel,Austin,other,Texas,USA,North America,56.0,2023-02-01,28.0,200.0,144.0,Healthcare,Series C,215.0,2023,30.2711286,-97.7436995
1033,Workato,Mountain View,San Francisco Bay Area,California,USA,North America,90.0,2023-02-01,10.0,900.0,810.0,Other,Series E,415.0,2023,37.3893889,-122.0832101
1034,Highspot,Seattle,Cascadia,Washington,USA,North America,100.0,2023-02-02,10.0,1000.0,900.0,Sales,Series F,644.0,2023,47.6038321,-122.330062
1035,Miro,San Francisco,San Francisco Bay Area,California,USA,North America,119.0,2023-02-02,7.0,1700.0,1581.0,Other,Series C,476.0,2023,37.7792588,-122.4193286
1036,Okta,San Francisco,San Francisco Bay Area,California,USA,North America,300.0,2023-02-02,5.0,6000.0,5700.0,Security,Post-IPO,1200.0,2023,37.7792588,-122.4193286
1037,Eightfold AI,Santa Clara,San Francisco Bay Area,California,USA,North America,90.0,2023-02-03,15.0,600.0,510.0,HR,Series E,396.0,2023,37.354107,-121.955238
1038,Protocol Labs,San Francisco,San Francisco Bay Area,California,USA,North America,89.0,2023-02-03,20.0,445.0,356.0,Crypto,Unknown,10.0,2023,37.7792588,-122.4193286
1039,Lightico,Tel Aviv,other,non,Israel,Asia,20.0,2023-02-05,25.0,80.0,60.0,Finance,Series B,42.0,2023,32.0852997,34.7818064
1040,Loggi,Sao Paulo,other,State of São Paulo,Brazil,South America,300.0,2023-02-06,7.0,4286.0,3986.0,Logistics,Series F,507.0,2023,-23.5506507,-46.6333824
1041,Pocket Aces,Mumbai,other,Maharashtra,India,Asia,50.0,2023-02-06,25.0,200.0,150.0,Media,Unknown,19.0,2023,19.0785451,72.878176
1042,eBay,San Francisco,San Francisco Bay Area,California,USA,North America,500.0,2023-02-07,4.0,12500.0,12000.0,e-commerce,Post-IPO,1200.0,2023,37.7792588,-122.4193286
1043,LearnUpon,Dublin,other,non,Ireland,Europe,27.0,2023-02-07,9.0,300.0,273.0,Education,Private Equity,56.0,2023,53.3493795,-6.2605593
1044,Openpay,Melbourne,other,Victoria,Australia,Oceana,83.0,2023-02-07,100.0,83.0,0.0,Finance,Post-IPO,299.0,2023,-37.8142454,144.9631732
1045,Salesloft,Atlanta,other,Georgia,USA,North America,100.0,2023-02-07,10.0,1000.0,900.0,Sales,Acquired,245.0,2023,33.7489924,-84.3902644
1046,SecureWorks,Atlanta,other,Georgia,USA,North America,212.0,2023-02-07,9.0,2356.0,2144.0,Security,Post-IPO,83.0,2023,33.7489924,-84.3902644
1047,Zoom,San Jose,San Francisco Bay Area,California,USA,North America,1300.0,2023-02-07,15.0,8667.0,7367.0,Other,Post-IPO,276.0,2023,37.3361663,-121.890591
1048,Affirm,San Francisco,San Francisco Bay Area,California,USA,North America,500.0,2023-02-08,19.0,2632.0,2132.0,Finance,Post-IPO,1500.0,2023,37.7792588,-122.4193286
1049,Beam Benefits,Columbus,other,Ohio,USA,North America,31.0,2023-02-08,8.0,388.0,357.0,Healthcare,Series E,168.0,2023,39.9622601,-83.0007065
1050,Equitybee,Palo Alto,San Francisco Bay Area,California,USA,North America,24.0,2023-02-08,25.0,96.0,72.0,Finance,Series B,85.0,2023,37.4443293,-122.1598465
1051,GoDaddy,Phoenix,other,Arizona,USA,North America,530.0,2023-02-08,8.0,6625.0,6095.0,Marketing,Post-IPO,800.0,2023,33.4484367,-112.074141
1052,Gong,San Francisco,San Francisco Bay Area,California,USA,North America,80.0,2023-02-08,7.0,1143.0,1063.0,Sales,Series E,583.0,2023,37.7792588,-122.4193286
1053,Gusto,San Francisco,San Francisco Bay Area,California,USA,North America,126.0,2023-02-08,5.0,2520.0,2394.0,HR,Series E,746.0,2023,37.7792588,-122.4193286
1054,Deliveroo,London,other,England,UK,Europe,350.0,2023-02-09,9.0,3889.0,3539.0,Food,Post-IPO,1700.0,2023,51.4893335,-0.144055085
1055,GitLab,San Francisco,San Francisco Bay Area,California,USA,North America,130.0,2023-02-09,7.0,1857.0,1727.0,Product,Post-IPO,413.0,2023,37.7792588,-122.4193286
1056,MiSan Francisco Bay Areaits Market,Philadelphia,other,Pennsylvania,USA,North America,649.0,2023-02-09,33.0,1967.0,1318.0,Food,Series C,526.0,2023,39.9527237,-75.1635262
1057,Olive AI,Columbus,other,Ohio,USA,North America,215.0,2023-02-09,35.0,614.0,399.0,Healthcare,Series H,856.0,2023,39.9622601,-83.0007065
1058,Oportun,San Carlos,San Francisco Bay Area,California,USA,North America,155.0,2023-02-09,10.0,1550.0,1395.0,Finance,Post-IPO,566.0,2023,37.504936,-122.261823
1059,REE Automotive,Tel Aviv,other,non,Israel,Asia,31.0,2023-02-09,11.0,282.0,251.0,Transportation,Post-IPO,317.0,2023,32.0852997,34.7818064
1060,Veriff,Tallinn,other,non,Estonia,Europe,66.0,2023-02-09,12.0,550.0,484.0,Security,Series C,192.0,2023,59.4372155,24.7453688
1061,Yahoo,Sunnyvale,San Francisco Bay Area,California,USA,North America,1600.0,2023-02-09,20.0,8000.0,6400.0,Consumer,Acquired,6.0,2023,37.3688301,-122.036349
1062,Titan Medical,Toronto,other,Ontario,Canada,North America,48.0,2023-02-10,72.0,67.0,19.0,Healthcare,Post-IPO,278.0,2023,43.6534817,-79.3839347
1063,TripleLift,New York City,other,New York,USA,North America,100.0,2023-02-10,20.0,500.0,400.0,Marketing,Acquired,16.0,2023,40.7127281,-74.0060152
1064,Moladin,Jakarta,other,non,Indonesia,Asia,360.0,2023-02-12,11.0,3273.0,2913.0,Transportation,Series B,138.0,2023,-6.175247,106.8270488
1065,Electric,New York City,other,New York,USA,North America,141.0,2023-02-13,25.0,564.0,423.0,Other,Series D,212.0,2023,40.7127281,-74.0060152
1066,iRobot,Boston,other,Massachusetts,USA,North America,85.0,2023-02-13,7.0,1214.0,1129.0,Consumer,Acquired,30.0,2023,42.3554334,-71.060511
1067,Twilio,San Francisco,San Francisco Bay Area,California,USA,North America,1500.0,2023-02-13,17.0,8824.0,7324.0,Other,Post-IPO,614.0,2023,37.7792588,-122.4193286
1068,Dropp,Berlin,other,Berlin,Germany,Europe,60.0,2023-02-14,100.0,60.0,0.0,Retail,Unknown,2.0,2023,52.5170365,13.3888599
1069,DigitalOcean,New York City,other,New York,USA,North America,200.0,2023-02-15,11.0,1818.0,1618.0,Infrastructure,Post-IPO,491.0,2023,40.7127281,-74.0060152
1070,Neon,Sao Paulo,other,State of São Paulo,Brazil,South America,210.0,2023-02-15,9.0,2333.0,2123.0,Finance,Series D,720.0,2023,-23.5506507,-46.6333824
1071,ServiceTitan,Los Angeles,other,California,USA,North America,221.0,2023-02-15,8.0,2763.0,2542.0,Sales,Series G,1100.0,2023,34.0536909,-118.242766
1072,Sprinklr,New York City,other,New York,USA,North America,100.0,2023-02-15,4.0,2500.0,2400.0,Software Development,Post-IPO,429.0,2023,40.7127281,-74.0060152
1073,Wix,Tel Aviv,other,non,Israel,Asia,370.0,2023-02-15,6.0,6167.0,5797.0,Marketing,Post-IPO,58.0,2023,32.0852997,34.7818064
1074,DocuSign,San Francisco,San Francisco Bay Area,California,USA,North America,680.0,2023-02-16,10.0,6800.0,6120.0,Sales,Post-IPO,536.0,2023,37.7792588,-122.4193286
1075,Pico Interactive,San Francisco,San Francisco Bay Area,California,USA,North America,400.0,2023-02-16,20.0,2000.0,1600.0,Other,Acquired,62.0,2023,37.7792588,-122.4193286
1076,Smartsheet,Seattle,Cascadia,Washington,USA,North America,85.0,2023-02-16,3.0,2833.0,2748.0,Other,Post-IPO,152.0,2023,47.6038321,-122.330062
1077,The RealReal,San Francisco,San Francisco Bay Area,California,USA,North America,230.0,2023-02-16,7.0,3286.0,3056.0,Retail,Post-IPO,356.0,2023,37.7792588,-122.4193286
1078,Chipper Cash,San Francisco,San Francisco Bay Area,California,USA,North America,100.0,2023-02-17,33.0,303.0,203.0,Finance,Series C,302.0,2023,37.7792588,-122.4193286
1079,Micron,Boise,other,Idaho,USA,North America,2400.0,2023-02-17,5.0,48000.0,45600.0,Hardware,Post-IPO,50.0,2023,43.6166163,-116.200886
1080,Fireblocks,New York City,other,New York,USA,North America,30.0,2023-02-20,5.0,600.0,570.0,Crypto,Series E,1000.0,2023,40.7127281,-74.0060152
1081,Kinde,Sydney,other,New South Wales,Australia,Oceana,8.0,2023-02-20,28.0,29.0,21.0,Other,Seed,10.0,2023,-33.8698439,151.2082848
1082,MyGate,Bengaluru,other,Karnataka,India,Asia,200.0,2023-02-20,30.0,667.0,467.0,Other,Series B,79.0,2023,12.98815675,77.62260004
1083,Basis Technologies,Chicago,other,Illinois,USA,North America,40.0,2023-02-21,4.0,1000.0,960.0,Marketing,Series B,52.0,2023,41.8755616,-87.6244212
1084,Green Labs,Seoul,other,non,South Korea,Asia,350.0,2023-02-21,70.0,500.0,150.0,Food,Series C,214.0,2023,37.5666791,126.9782914
1085,Polygon,Bengaluru,other,Karnataka,India,Asia,100.0,2023-02-21,20.0,500.0,400.0,Crypto,Unknown,451.0,2023,12.98815675,77.62260004
1086,OneFootball,Berlin,other,Berlin,Germany,Europe,150.0,2023-02-23,32.0,469.0,319.0,Marketing,Series D,442.0,2023,52.5170365,13.3888599
1087,Ericsson,Stockholm,other,non,Sweden,Europe,8500.0,2023-02-24,8.0,106250.0,97750.0,Other,Post-IPO,663.0,2023,59.3251172,18.0710935
1088,Twitter,San Francisco,San Francisco Bay Area,California,USA,North America,200.0,2023-02-25,10.0,2000.0,1800.0,Consumer,Post-IPO,12900.0,2023,37.7792588,-122.4193286
1089,Amount,Chicago,other,Illinois,USA,North America,130.0,2023-02-27,25.0,520.0,390.0,Finance,Unknown,283.0,2023,41.8755616,-87.6244212
1090,Cerebral,Walnut,San Francisco Bay Area,California,USA,North America,285.0,2023-02-27,15.0,1900.0,1615.0,Healthcare,Series C,462.0,2023,37.910076,-122.065186
